2,643,233,34,97
2,255,226,7,57
2,269,216,30,95
3,635,234,46,94
3,261,225,5,65
3,277,213,27,96
4,618,232,21,101
4,266,226,5,51
4,283,209,20,86
4,499,184,9,49
5,598,234,28,99
5,295,207,16,66
6,591,235,26,97
6,305,211,13,54
7,596,232,11,89
7,312,215,12,51
8,589,230,10,83
8,314,227,10,75
8,486,159,8,66
9,569,230,22,105
9,317,206,9,51
9,480,168,11,60
10,757,366,11,49
10,551,232,31,103
10,322,207,11,83
10,476,157,8,51
11,750,297,18,117
11,547,230,31,106
11,473,208,13,46
11,320,202,34,95
11,466,160,17,95
12,740,290,28,119
12,546,229,17,102
12,326,201,31,94
12,472,174,6,47
12,465,160,21,94
13,755,342,13,41
13,753,332,15,51
13,732,287,35,89
13,523,230,27,101
13,336,199,17,79
14,721,286,46,109
14,507,230,29,103
14,343,194,20,78
14,457,167,13,90
15,716,283,39,114
15,509,228,24,104
15,349,194,20,93
15,452,174,6,61
15,460,173,5,59
15,449,168,9,71
16,712,279,43,96
16,492,228,30,105
16,349,194,27,93
16,447,165,23,94
17,720,276,25,75
17,477,229,38,104
17,357,191,16,93
17,442,166,15,76
18,705,335,15,51
18,715,273,25,78
18,466,229,45,104
18,362,188,25,87
18,434,170,21,87
19,699,273,35,112
19,461,227,33,105
19,365,187,19,97
20,695,270,38,114
20,457,225,24,100
20,369,188,21,94
21,732,267,17,52
21,680,264,47,119
21,436,225,36,103
21,368,185,38,94
22,674,316,8,42
22,729,262,13,48
22,682,262,37,108
22,436,222,29,101
22,382,200,14,78
23,668,262,43,106
23,723,261,15,47
23,434,233,23,93
23,376,184,21,93
23,405,167,14,95
24,660,258,45,116
24,711,257,17,52
24,412,243,15,77
24,434,235,15,85
24,382,181,31,79
25,704,254,20,65
25,658,254,37,113
25,413,237,14,79
25,435,236,15,76
25,399,177,13,80
25,388,172,9,85
26,695,252,26,78
26,656,252,35,114
26,411,235,16,81
26,388,169,23,88
27,653,253,33,113
27,694,250,15,54
27,408,229,19,84
27,390,168,18,74
28,646,264,35,96
28,689,250,15,53
28,406,231,20,68
29,636,261,35,99
29,682,245,15,54
29,403,226,14,73
30,629,246,36,115
30,678,243,19,55
30,396,236,29,73
31,623,246,39,114
31,672,240,20,60
31,398,220,17,83
32,620,301,41,51
32,618,244,36,58
32,661,240,18,42
33,610,242,47,110
33,655,237,19,38
34,610,239,31,111
34,385,213,5,55
35,626,303,7,43
35,602,236,38,73
36,600,282,30,65
36,606,234,37,107
36,384,213,7,55
37,633,234,8,48
37,595,234,32,93
38,590,232,29,82
39,582,230,32,84
40,756,337,12,71
40,569,227,37,103
40,614,226,16,42
40,437,187,27,94
41,739,348,19,52
41,756,276,11,48
41,562,224,63,105
41,438,185,30,95
42,738,339,18,57
42,753,276,15,43
42,559,222,61,107
42,443,183,26,92
43,737,336,12,58
43,746,277,11,49
43,563,222,31,59
43,561,219,55,110
43,443,182,26,90
44,729,268,21,57
44,552,217,58,113
44,444,180,27,89
45,729,325,9,61
45,721,265,27,56
45,546,218,63,110
45,446,178,23,86
46,708,262,35,119
46,540,216,65,109
46,447,176,23,89
47,562,272,14,47
47,707,263,32,119
47,534,217,29,103
47,576,213,26,104
47,449,174,18,87
48,703,317,21,62
48,701,255,25,117
48,517,210,76,109
48,445,173,20,89
49,513,283,29,37
49,694,253,26,129
49,514,212,75,97
49,458,201,8,53
50,680,251,35,128
50,505,213,50,78
50,557,210,28,89
51,671,250,39,127
51,501,207,81,103
52,672,248,27,121
52,500,207,51,105
52,550,205,23,102
53,682,313,8,53
53,672,305,6,63
53,668,244,26,122
53,492,204,77,102
54,669,302,13,66
54,502,265,56,45
54,666,242,24,58
54,493,206,49,104
54,540,203,26,92
55,480,256,12,47
55,646,242,35,124
55,510,221,10,56
55,493,205,15,55
55,515,203,46,104
56,641,242,33,124
56,479,200,79,108
57,642,294,26,68
57,645,236,22,53
57,475,201,44,101
57,528,199,24,101
58,630,232,31,123
58,468,200,78,102
59,644,255,12,100
59,622,232,21,116
59,466,201,77,101
60,622,285,16,61
60,643,277,9,67
60,627,233,21,52
60,469,198,70,104
61,618,227,26,121
61,518,198,10,95
61,466,195,32,107
61,506,194,11,55
61,367,162,12,72
62,613,223,29,121
62,464,192,61,106
62,357,162,17,85
63,610,222,29,121
63,485,200,38,95
63,489,198,26,76
63,463,193,31,103
63,342,162,29,87
64,608,221,29,121
64,469,195,37,98
64,467,193,39,52
64,508,192,12,61
64,339,162,30,86
65,606,218,27,122
65,456,189,60,103
65,337,159,23,86
66,604,215,27,118
66,508,212,6,59
66,453,189,52,74
66,325,162,33,84
67,459,231,49,44
67,602,211,27,116
67,448,188,63,91
67,319,163,36,85
68,600,212,27,115
68,445,187,66,97
68,315,163,35,84
69,595,208,27,116
69,467,186,38,56
69,447,186,54,98
69,304,160,29,87
70,452,226,31,60
70,592,205,29,116
70,467,198,7,47
70,483,186,11,78
70,447,185,17,44
70,296,161,34,86
71,448,224,19,39
71,588,202,29,111
71,480,186,18,71
71,446,185,27,76
71,297,162,33,85
72,486,216,12,55
72,585,200,30,109
72,478,181,11,65
72,446,181,32,100
72,288,163,36,84
73,582,200,29,102
73,481,186,13,54
73,446,180,24,62
73,282,164,33,88
74,582,197,27,110
74,480,194,14,47
74,446,179,23,62
74,273,163,24,84
75,480,196,10,45
75,581,195,26,109
75,444,178,23,60
75,272,164,23,84
76,578,190,27,111
76,441,175,23,60
76,265,163,32,90
77,577,190,26,111
77,479,176,15,51
77,441,174,24,62
77,263,164,22,84
78,576,189,26,111
78,446,187,19,48
78,261,166,32,86
79,572,185,28,106
79,478,175,12,49
79,446,170,24,68
79,260,165,32,85
80,570,183,29,108
80,477,171,14,55
80,448,168,24,59
80,260,166,29,88
81,569,182,28,108
81,476,168,17,53
81,260,167,23,69
81,450,166,23,48
81,273,46,11,45
82,568,182,27,107
82,258,168,32,92
82,447,166,46,56
82,273,47,8,44
83,279,208,4,48
83,284,205,4,51
83,565,178,27,109
83,264,170,19,81
83,445,165,29,66
83,270,46,9,43
84,565,176,27,106
84,266,171,27,88
84,450,162,24,55
85,564,173,28,107
85,268,171,18,84
85,451,162,24,82
86,273,174,30,91
86,566,172,26,107
86,455,162,21,82
86,259,46,10,43
87,276,175,32,90
87,566,171,25,107
87,456,158,21,84
87,257,48,12,46
88,294,184,8,54
88,278,176,14,78
88,567,168,24,107
88,457,157,22,86
88,256,48,13,46
89,286,177,30,92
89,569,166,23,104
89,455,153,30,87
89,252,48,11,46
90,290,178,28,93
90,569,168,24,101
90,456,152,30,89
90,252,49,9,45
91,292,181,31,91
91,569,165,25,103
91,458,153,28,88
91,250,49,11,45
92,296,181,28,90
92,569,164,27,103
92,460,152,28,86
92,248,50,11,46
93,302,181,32,94
93,574,160,26,97
93,467,148,24,80
94,306,181,33,95
94,575,159,28,98
94,471,147,22,76
94,241,50,10,48
95,307,183,34,94
95,578,159,26,98
95,475,146,20,55
95,237,51,13,47
96,314,186,28,91
96,579,159,26,95
96,479,147,19,49
96,236,52,11,46
97,324,189,28,92
97,584,152,21,100
97,485,144,18,48
97,233,52,12,46
98,326,190,29,92
98,518,184,11,47
98,511,168,16,46
98,586,153,20,96
98,484,143,22,57
98,231,54,12,45
99,332,191,27,91
99,588,152,21,96
99,516,147,16,75
99,484,141,30,60
99,229,53,12,45
100,345,190,23,93
100,590,151,22,91
100,519,146,23,80
100,489,142,23,60
100,226,54,8,47
101,347,191,29,92
101,595,163,14,54
101,607,151,8,65
101,521,148,23,78
101,593,147,15,78
101,496,141,17,41
102,350,194,30,90
102,593,145,24,94
102,521,141,29,83
102,497,139,20,59
102,221,57,12,43
103,359,197,21,87
103,355,192,17,86
103,594,145,26,94
103,520,145,34,80
103,500,138,19,58
103,219,53,9,49
104,373,226,11,58
104,600,144,22,95
104,531,143,25,80
104,504,137,17,46
104,215,56,10,45
105,393,234,16,53
105,373,232,10,48
105,603,143,20,93
105,523,141,35,82
105,507,137,17,42
105,213,58,12,46
106,400,236,12,51
106,389,228,13,55
106,609,138,19,93
106,513,135,52,87
106,208,55,7,49
107,610,143,23,88
107,515,133,55,88
107,203,60,11,45
108,404,252,22,36
108,608,140,26,91
108,518,132,52,86
108,202,63,11,42
109,434,239,10,50
109,613,136,24,91
109,522,131,52,87
109,196,63,11,42
110,434,240,11,49
110,617,138,23,87
110,525,132,50,87
111,434,239,17,54
111,619,136,25,88
111,525,131,52,81
111,194,59,12,48
112,434,239,33,52
112,548,183,32,33
112,621,135,24,89
112,531,129,41,82
112,193,64,12,44
113,437,236,36,58
113,625,135,22,89
113,534,129,50,85
113,191,62,12,44
114,755,243,13,79
114,458,201,17,93
114,631,133,18,86
114,539,129,48,84
114,187,60,9,47
115,738,218,30,101
115,464,201,22,93
115,634,133,19,84
115,541,129,44,85
115,184,61,10,49
116,736,217,32,102
116,465,203,34,94
116,635,128,22,89
116,543,128,43,78
116,181,63,12,47
117,466,218,41,80
117,736,216,32,103
117,634,130,25,87
117,545,126,51,85
117,179,61,9,49
